S&P 500 Index | Price History                                          17-Nov-2021 01:14,,,,,,,
,,,,,,,
,,,,,,,
.SPX,,,,,,,
Interval: Daily,,,,,,,
History Period: 16-Nov-2016 - 16-Nov-2021,,,,,,,
Currency Conversion: USD,,,,,,,
,,,,,,,
,,,,,,,
.SPX Statistics     Daily     16-Nov-2016 - 16-Nov-2021,,,,,,,
Price,,,Up/Down,,Price Change (Close-Close),,
High,"4,718.50",05-Nov-2021,Up,716,Up,+9.38%,24-Mar-2020
Low,"2,172.20",16-Nov-2016,Down,541,Down,-11.98%,16-Mar-2020
Avg,"3,060.78",,Unch,1,Period,+115.94%,16-Nov-2016 - 16-Nov-2021
,,,,,,,
,,,,,,,
.SPX History     Daily     16-Nov-2016 - 16-Nov-2021,,,,,,,
Exchange Date,Close,Net,%Chg,Open,Low,High,
21-Aug-2017,"2,428.37",+2.82,+0.12%,"2,425.50","2,417.35","2,430.58",
18-Aug-2017,"2,425.55",-4.46,-0.18%,"2,427.64","2,420.69","2,440.27",
17-Aug-2017,"2,430.01",-38.10,-1.54%,"2,462.95","2,430.01","2,465.02",
16-Aug-2017,"2,468.11",+3.50,+0.14%,"2,468.63","2,463.86","2,474.93",
15-Aug-2017,"2,464.61",-1.23,-0.05%,"2,468.66","2,461.61","2,468.90",
14-Aug-2017,"2,465.84",+24.52,+1.00%,"2,454.96","2,454.96","2,468.22",
11-Aug-2017,"2,441.32",+3.11,+0.13%,"2,441.04","2,437.85","2,448.09",
10-Aug-2017,"2,438.21",-35.81,-1.45%,"2,465.38","2,437.75","2,465.38",
09-Aug-2017,"2,474.02",-0.90,-0.04%,"2,465.35","2,462.08","2,474.41",
08-Aug-2017,"2,474.92",-5.99,-0.24%,"2,478.35","2,470.32","2,490.87",
07-Aug-2017,"2,480.91",+4.08,+0.16%,"2,477.14","2,475.88","2,480.95",
04-Aug-2017,"2,476.83",+4.67,+0.19%,"2,476.88","2,472.08","2,480.00",
03-Aug-2017,"2,472.16",-5.41,-0.22%,"2,476.03","2,468.85","2,476.03",
02-Aug-2017,"2,477.57",+1.22,+0.05%,"2,480.38","2,466.48","2,480.38",
01-Aug-2017,"2,476.35",+6.05,+0.24%,"2,477.10","2,471.14","2,478.51",
31-Jul-2017,"2,470.30",-1.80,-0.07%,"2,475.94","2,468.53","2,477.96",
28-Jul-2017,"2,472.10",-3.32,-0.13%,"2,469.12","2,464.66","2,473.53",
27-Jul-2017,"2,475.42",-2.41,-0.10%,"2,482.76","2,459.93","2,484.04",
26-Jul-2017,"2,477.83",+0.70,+0.03%,"2,479.97","2,474.94","2,481.69",
25-Jul-2017,"2,477.13",+7.22,+0.29%,"2,477.88","2,474.91","2,481.24",
24-Jul-2017,"2,469.91",-2.63,-0.11%,"2,472.04","2,466.32","2,473.10",
21-Jul-2017,"2,472.54",-0.91,-0.04%,"2,467.40","2,465.06","2,472.54",
20-Jul-2017,"2,473.45",-0.38,-0.02%,"2,475.56","2,468.43","2,477.62",
19-Jul-2017,"2,473.83",+13.22,+0.54%,"2,463.85","2,463.85","2,473.83",
18-Jul-2017,"2,460.61",+1.47,+0.06%,"2,455.88","2,450.34","2,460.92",
17-Jul-2017,"2,459.14",-0.13,-0.01%,"2,459.50","2,457.16","2,462.82",
14-Jul-2017,"2,459.27",+11.44,+0.47%,"2,449.16","2,446.69","2,463.54",
13-Jul-2017,"2,447.83",+4.58,+0.19%,"2,444.99","2,441.69","2,449.32",
12-Jul-2017,"2,443.25",+17.72,+0.73%,"2,435.75","2,435.75","2,445.76",
11-Jul-2017,"2,425.53",-1.90,-0.08%,"2,427.35","2,412.79","2,429.30",
10-Jul-2017,"2,427.43",+2.25,+0.09%,"2,424.51","2,422.27","2,432.00",
07-Jul-2017,"2,425.18",+15.43,+0.64%,"2,413.52","2,413.52","2,426.92",
06-Jul-2017,"2,409.75",-22.79,-0.94%,"2,423.44","2,407.70","2,424.28",
05-Jul-2017,"2,432.54",+3.53,+0.15%,"2,430.78","2,422.05","2,434.90",
03-Jul-2017,"2,429.01",+5.60,+0.23%,"2,431.39","2,428.69","2,439.17",
30-Jun-2017,"2,423.41",+3.71,+0.15%,"2,429.20","2,421.65","2,432.71",
29-Jun-2017,"2,419.70",-20.99,-0.86%,"2,442.38","2,405.70","2,442.73",
28-Jun-2017,"2,440.69",+21.31,+0.88%,"2,428.70","2,428.02","2,442.97",
27-Jun-2017,"2,419.38",-19.69,-0.81%,"2,436.34","2,419.38","2,440.15",
26-Jun-2017,"2,439.07",+0.77,+0.03%,"2,443.32","2,437.03","2,450.42",
23-Jun-2017,"2,438.30",+3.80,+0.16%,"2,434.65","2,431.11","2,441.40",
22-Jun-2017,"2,434.50",-1.11,-0.05%,"2,437.40","2,433.27","2,441.62",
21-Jun-2017,"2,435.61",-1.42,-0.06%,"2,439.31","2,430.74","2,442.23",
20-Jun-2017,"2,437.03",-16.43,-0.67%,"2,450.66","2,436.60","2,450.66",
19-Jun-2017,"2,453.46",+20.31,+0.83%,"2,442.55","2,441.79","2,453.82",
16-Jun-2017,"2,433.15",+0.69,+0.03%,"2,431.24","2,422.88","2,433.15",
15-Jun-2017,"2,432.46",-5.46,-0.22%,"2,424.14","2,418.53","2,433.95",
14-Jun-2017,"2,437.92",-2.43,-0.10%,"2,443.75","2,428.34","2,443.75",
13-Jun-2017,"2,440.35",+10.96,+0.45%,"2,434.15","2,431.28","2,441.49",
12-Jun-2017,"2,429.39",-2.38,-0.10%,"2,425.88","2,419.97","2,430.38",
09-Jun-2017,"2,431.77",-2.02,-0.08%,"2,436.39","2,415.70","2,446.20",
08-Jun-2017,"2,433.79",+0.65,+0.03%,"2,434.27","2,427.94","2,439.27",
07-Jun-2017,"2,433.14",+3.81,+0.16%,"2,432.03","2,424.75","2,435.28",
06-Jun-2017,"2,429.33",-6.77,-0.28%,"2,431.92","2,428.12","2,436.21",
05-Jun-2017,"2,436.10",-2.97,-0.12%,"2,437.83","2,434.32","2,439.55",
02-Jun-2017,"2,439.07",+9.01,+0.37%,"2,431.28","2,427.71","2,440.23",
01-Jun-2017,"2,430.06",+18.26,+0.76%,"2,415.65","2,413.54","2,430.06",
31-May-2017,"2,411.80",-1.11,-0.05%,"2,415.63","2,403.59","2,415.99",
30-May-2017,"2,412.91",-2.91,-0.12%,"2,411.67","2,409.43","2,415.26",
26-May-2017,"2,415.82",+0.75,+0.03%,"2,414.50","2,412.20","2,416.68",
25-May-2017,"2,415.07",+10.68,+0.44%,"2,409.54","2,408.01","2,418.71",
24-May-2017,"2,404.39",+5.97,+0.25%,"2,401.41","2,397.99","2,405.58",
23-May-2017,"2,398.42",+4.40,+0.18%,"2,397.04","2,393.88","2,400.85",
22-May-2017,"2,394.02",+12.29,+0.52%,"2,387.21","2,386.92","2,395.46",
19-May-2017,"2,381.73",+16.01,+0.68%,"2,371.37","2,370.43","2,389.06",
18-May-2017,"2,365.72",+8.69,+0.37%,"2,354.69","2,352.72","2,375.74",
17-May-2017,"2,357.03",-43.64,-1.82%,"2,382.95","2,356.21","2,384.87",
16-May-2017,"2,400.67",-1.65,-0.07%,"2,404.55","2,396.05","2,405.77",
15-May-2017,"2,402.32",+11.42,+0.48%,"2,393.98","2,393.94","2,404.05",
12-May-2017,"2,390.90",-3.54,-0.15%,"2,392.44","2,387.19","2,392.44",
11-May-2017,"2,394.44",-5.19,-0.22%,"2,394.84","2,381.74","2,395.72",
10-May-2017,"2,399.63",+2.71,+0.11%,"2,396.79","2,392.79","2,399.74",
09-May-2017,"2,396.92",-2.46,-0.10%,"2,401.58","2,392.44","2,403.87",
08-May-2017,"2,399.38",+0.09,+0.00%,"2,399.94","2,393.92","2,401.36",
05-May-2017,"2,399.29",+9.77,+0.41%,"2,392.37","2,389.38","2,399.29",
04-May-2017,"2,389.52",+1.39,+0.06%,"2,389.79","2,380.35","2,391.43",
03-May-2017,"2,388.13",-3.04,-0.13%,"2,386.50","2,379.75","2,389.82",
02-May-2017,"2,391.17",+2.84,+0.12%,"2,391.05","2,385.82","2,392.93",
01-May-2017,"2,388.33",+4.13,+0.17%,"2,388.50","2,384.83","2,394.49",
28-Apr-2017,"2,384.20",-4.57,-0.19%,"2,393.68","2,382.36","2,393.68",
27-Apr-2017,"2,388.77",+1.32,+0.06%,"2,389.70","2,382.68","2,392.10",
26-Apr-2017,"2,387.45",-1.16,-0.05%,"2,388.98","2,386.76","2,398.16",
25-Apr-2017,"2,388.61",+14.46,+0.61%,"2,381.51","2,381.15","2,392.48",
24-Apr-2017,"2,374.15",+25.46,+1.08%,"2,370.33","2,369.19","2,376.98",
21-Apr-2017,"2,348.69",-7.15,-0.30%,"2,354.74","2,344.51","2,356.18",
20-Apr-2017,"2,355.84",+17.67,+0.76%,"2,342.69","2,340.91","2,361.37",
19-Apr-2017,"2,338.17",-4.02,-0.17%,"2,346.79","2,335.05","2,352.63",
18-Apr-2017,"2,342.19",-6.82,-0.29%,"2,342.53","2,334.54","2,348.35",
17-Apr-2017,"2,349.01",+20.06,+0.86%,"2,332.62","2,332.51","2,349.14",
13-Apr-2017,"2,328.95",-15.98,-0.68%,"2,341.98","2,328.95","2,348.26",
12-Apr-2017,"2,344.93",-8.85,-0.38%,"2,352.15","2,341.18","2,352.72",
11-Apr-2017,"2,353.78",-3.38,-0.14%,"2,353.92","2,337.25","2,355.22",
10-Apr-2017,"2,357.16",+1.62,+0.07%,"2,357.16","2,351.50","2,366.37",
07-Apr-2017,"2,355.54",-1.95,-0.08%,"2,356.59","2,350.74","2,363.76",
06-Apr-2017,"2,357.49",+4.54,+0.19%,"2,353.79","2,348.90","2,364.16",
05-Apr-2017,"2,352.95",-7.21,-0.31%,"2,366.59","2,350.52","2,378.36",
04-Apr-2017,"2,360.16",+1.32,+0.06%,"2,354.76","2,350.72","2,360.53",
03-Apr-2017,"2,358.84",-3.88,-0.16%,"2,362.34","2,344.73","2,365.87",
31-Mar-2017,"2,362.72",-5.34,-0.23%,"2,364.82","2,362.60","2,370.35",
30-Mar-2017,"2,368.06",+6.93,+0.29%,"2,361.31","2,358.58","2,370.42",
29-Mar-2017,"2,361.13",+2.56,+0.11%,"2,356.54","2,352.94","2,363.36",
28-Mar-2017,"2,358.57",+16.98,+0.73%,"2,339.79","2,337.63","2,363.78",
27-Mar-2017,"2,341.59",-2.39,-0.10%,"2,329.11","2,322.25","2,344.90",
24-Mar-2017,"2,343.98",-1.98,-0.08%,"2,350.42","2,335.74","2,356.22",
23-Mar-2017,"2,345.96",-2.49,-0.11%,"2,345.97","2,342.13","2,358.92",
22-Mar-2017,"2,348.45",+4.43,+0.19%,"2,343.00","2,336.45","2,351.81",
21-Mar-2017,"2,344.02",-29.45,-1.24%,"2,379.32","2,341.90","2,381.93",
20-Mar-2017,"2,373.47",-4.78,-0.20%,"2,378.24","2,369.66","2,379.55",
17-Mar-2017,"2,378.25",-3.13,-0.13%,"2,383.71","2,377.64","2,385.71",
16-Mar-2017,"2,381.38",-3.88,-0.16%,"2,387.71","2,377.18","2,388.10",
15-Mar-2017,"2,385.26",+19.81,+0.84%,"2,370.34","2,368.94","2,390.01",
14-Mar-2017,"2,365.45",-8.02,-0.34%,"2,368.55","2,358.18","2,368.55",
13-Mar-2017,"2,373.47",+0.87,+0.04%,"2,371.56","2,368.52","2,374.42",
10-Mar-2017,"2,372.60",+7.73,+0.33%,"2,372.52","2,363.04","2,376.86",
09-Mar-2017,"2,364.87",+1.89,+0.08%,"2,363.49","2,354.54","2,369.08",
08-Mar-2017,"2,362.98",-5.41,-0.23%,"2,369.81","2,361.01","2,373.09",
07-Mar-2017,"2,368.39",-6.92,-0.29%,"2,370.74","2,365.51","2,375.12",
06-Mar-2017,"2,375.31",-7.81,-0.33%,"2,375.23","2,367.98","2,378.80",
03-Mar-2017,"2,383.12",+1.20,+0.05%,"2,380.92","2,375.39","2,383.89",
02-Mar-2017,"2,381.92",-14.04,-0.59%,"2,394.75","2,380.17","2,394.75",
01-Mar-2017,"2,395.96",+32.32,+1.37%,"2,380.13","2,380.13","2,400.98",
28-Feb-2017,"2,363.64",-6.11,-0.26%,"2,366.08","2,358.96","2,367.79",
27-Feb-2017,"2,369.75",+2.41,+0.10%,"2,365.23","2,361.87","2,371.54",
24-Feb-2017,"2,367.34",+3.53,+0.15%,"2,355.73","2,352.87","2,367.34",
23-Feb-2017,"2,363.81",+0.99,+0.04%,"2,367.50","2,355.09","2,368.26",
22-Feb-2017,"2,362.82",-2.56,-0.11%,"2,361.11","2,358.34","2,365.13",
21-Feb-2017,"2,365.38",+14.22,+0.60%,"2,354.91","2,354.91","2,366.71",
17-Feb-2017,"2,351.16",+3.94,+0.17%,"2,343.01","2,339.58","2,351.16",
16-Feb-2017,"2,347.22",-2.03,-0.09%,"2,349.64","2,338.87","2,351.31",
15-Feb-2017,"2,349.25",+11.67,+0.50%,"2,335.58","2,334.81","2,351.30",
14-Feb-2017,"2,337.58",+9.33,+0.40%,"2,326.12","2,322.17","2,337.58",
13-Feb-2017,"2,328.25",+12.15,+0.52%,"2,321.72","2,321.42","2,331.58",
10-Feb-2017,"2,316.10",+8.23,+0.36%,"2,312.27","2,311.10","2,319.23",
09-Feb-2017,"2,307.87",+13.20,+0.58%,"2,296.70","2,296.61","2,311.08",
08-Feb-2017,"2,294.67",+1.59,+0.07%,"2,289.55","2,285.38","2,295.91",
07-Feb-2017,"2,293.08",+0.52,+0.02%,"2,295.87","2,290.16","2,299.40",
06-Feb-2017,"2,292.56",-4.86,-0.21%,"2,294.28","2,288.57","2,296.18",
03-Feb-2017,"2,297.42",+16.57,+0.73%,"2,288.54","2,287.88","2,298.31",
02-Feb-2017,"2,280.85",+1.30,+0.06%,"2,276.69","2,271.65","2,283.97",
01-Feb-2017,"2,279.55",+0.68,+0.03%,"2,285.59","2,272.44","2,289.14",
31-Jan-2017,"2,278.87",-2.03,-0.09%,"2,274.02","2,267.21","2,279.09",
30-Jan-2017,"2,280.90",-13.79,-0.60%,"2,286.01","2,268.04","2,286.01",
27-Jan-2017,"2,294.69",-1.99,-0.09%,"2,299.02","2,291.62","2,299.02",
26-Jan-2017,"2,296.68",-1.69,-0.07%,"2,298.63","2,294.08","2,300.99",
25-Jan-2017,"2,298.37",+18.30,+0.80%,"2,288.88","2,288.88","2,299.55",
24-Jan-2017,"2,280.07",+14.87,+0.66%,"2,267.88","2,266.68","2,284.63",
23-Jan-2017,"2,265.20",-6.11,-0.27%,"2,267.78","2,257.02","2,271.78",
20-Jan-2017,"2,271.31",+7.62,+0.34%,"2,269.96","2,265.01","2,276.96",
19-Jan-2017,"2,263.69",-8.20,-0.36%,"2,271.90","2,258.41","2,274.33",
18-Jan-2017,"2,271.89",+4.00,+0.18%,"2,269.14","2,263.35","2,272.01",
17-Jan-2017,"2,267.89",-6.75,-0.30%,"2,269.14","2,262.81","2,272.08",
13-Jan-2017,"2,274.64",+4.20,+0.18%,"2,272.74","2,271.51","2,278.68",
12-Jan-2017,"2,270.44",-4.88,-0.21%,"2,271.14","2,254.25","2,271.78",
11-Jan-2017,"2,275.32",+6.42,+0.28%,"2,268.60","2,260.83","2,275.32",
10-Jan-2017,"2,268.90",0.00,0.00%,"2,269.72","2,265.27","2,279.27",
09-Jan-2017,"2,268.90",-8.08,-0.35%,"2,273.59","2,268.90","2,275.49",
06-Jan-2017,"2,276.98",+7.98,+0.35%,"2,271.14","2,264.06","2,282.10",
05-Jan-2017,"2,269.00",-1.75,-0.08%,"2,268.18","2,260.45","2,271.50",
04-Jan-2017,"2,270.75",+12.92,+0.57%,"2,261.60","2,261.60","2,272.82",
03-Jan-2017,"2,257.83",+19.00,+0.85%,"2,251.57","2,245.13","2,263.88",
30-Dec-2016,"2,238.83",-10.43,-0.46%,"2,251.61","2,233.62","2,253.58",
29-Dec-2016,"2,249.26",-0.66,-0.03%,"2,249.50","2,244.56","2,254.51",
28-Dec-2016,"2,249.92",-18.96,-0.84%,"2,270.23","2,249.11","2,271.31",
27-Dec-2016,"2,268.88",+5.09,+0.22%,"2,266.23","2,266.15","2,273.82",
23-Dec-2016,"2,263.79",+2.83,+0.13%,"2,260.25","2,258.84","2,263.79",
22-Dec-2016,"2,260.96",-4.22,-0.19%,"2,262.93","2,256.08","2,263.18",
21-Dec-2016,"2,265.18",-5.58,-0.25%,"2,270.54","2,265.15","2,271.23",
20-Dec-2016,"2,270.76",+8.23,+0.36%,"2,266.50","2,266.14","2,272.56",
19-Dec-2016,"2,262.53",+4.46,+0.20%,"2,259.24","2,258.21","2,267.47",
16-Dec-2016,"2,258.07",-3.96,-0.18%,"2,266.81","2,254.24","2,268.05",
15-Dec-2016,"2,262.03",+8.75,+0.39%,"2,253.77","2,253.77","2,272.12",
14-Dec-2016,"2,253.28",-18.44,-0.81%,"2,268.35","2,248.44","2,276.20",
13-Dec-2016,"2,271.72",+14.76,+0.65%,"2,263.32","2,263.32","2,277.53",
12-Dec-2016,"2,256.96",-2.57,-0.11%,"2,258.83","2,252.37","2,264.03",
09-Dec-2016,"2,259.53",+13.34,+0.59%,"2,249.73","2,249.23","2,259.80",
08-Dec-2016,"2,246.19",+4.84,+0.22%,"2,241.13","2,237.57","2,251.69",
07-Dec-2016,"2,241.35",+29.12,+1.32%,"2,210.72","2,208.93","2,241.63",
06-Dec-2016,"2,212.23",+7.52,+0.34%,"2,207.26","2,202.21","2,212.78",
05-Dec-2016,"2,204.71",+12.76,+0.58%,"2,200.65","2,199.97","2,209.42",
02-Dec-2016,"2,191.95",+0.87,+0.04%,"2,191.12","2,188.37","2,197.95",
01-Dec-2016,"2,191.08",-7.73,-0.35%,"2,200.17","2,187.44","2,202.60",
30-Nov-2016,"2,198.81",-5.85,-0.27%,"2,204.97","2,198.81","2,214.10",
29-Nov-2016,"2,204.66",+2.94,+0.13%,"2,200.76","2,198.15","2,210.46",
28-Nov-2016,"2,201.72",-11.63,-0.53%,"2,210.21","2,200.36","2,211.14",
25-Nov-2016,"2,213.35",+8.63,+0.39%,"2,206.27","2,206.27","2,213.35",
23-Nov-2016,"2,204.72",+1.78,+0.08%,"2,198.55","2,194.51","2,204.72",
22-Nov-2016,"2,202.94",+4.76,+0.22%,"2,201.56","2,194.51","2,204.80",
21-Nov-2016,"2,198.18",+16.28,+0.75%,"2,186.43","2,186.43","2,198.70",
18-Nov-2016,"2,181.90",-5.22,-0.24%,"2,186.85","2,180.38","2,189.89",
17-Nov-2016,"2,187.12",+10.18,+0.47%,"2,178.61","2,176.65","2,188.06",
16-Nov-2016,"2,176.94",,,"2,177.53","2,172.20","2,179.22",
